report_date,value
2014-04-01,1.5110343050242
2014-04-02,0.8850130985784487
2014-04-03,0.9395172649261055
2014-04-04,0.22399066015877248
2014-04-05,-0.09267880433725953
2014-04-06,-0.5582279042230323
2014-04-07,-0.12718523060848574
2014-04-08,0.8813264389090323
2014-04-09,1.063927596030706
2014-04-10,1.0845017638564567
2014-04-11,0.13411304255725987
2014-04-12,-0.2504692170858595
2014-04-13,-0.055385675900640446
2014-04-14,0.5943209845917011
2014-04-15,1.353596188466337
2014-04-16,1.0926829970495884
2014-04-17,0.887859895886199
2014-04-18,0.1435091049636222
2014-04-19,0.33155152099991
2014-04-20,-0.1634576106244278
2014-04-21,0.5386117205461577
2014-04-22,0.4371054980125749
2014-04-23,0.6187554458347069
2014-04-24,0.6486693700174361
2014-04-25,0.02611143288788895
2014-04-26,-0.4167077672478373
2014-04-27,-0.44729823302257204
2014-04-28,0.6907032607858399
2014-04-29,0.7269317946702714
2014-04-30,0.27635704964327384
2014-05-01,-0.15204830663662683
2014-05-02,-0.5846876324656495
2014-05-03,-0.202850382185809
2014-05-04,0.551090136605088
2014-05-05,0.9845456765106236
2014-05-06,0.6463935947715592
2014-05-07,1.281049351781474
2014-05-08,1.1245734731478958
2014-05-09,0.41301793366256107
2014-05-10,0.4498300389825598
2014-05-11,-0.21991360074296076
2014-05-12,0.6917979763907732
2014-05-13,0.37316206848689387
2014-05-14,0.5663420984340773
2014-05-15,0.6167732454230261
2014-05-16,0.09665367964710835
2014-05-17,-0.29301303159064784
2014-05-18,-0.33495647613469537
2014-05-19,0.26988172617011225
2014-05-20,1.515089963564005
2014-05-21,0.5173024175658903
2014-05-22,0.8165757600580055
2014-05-23,0.2089767849963841
2014-05-24,-0.36272859794234086
2014-05-25,-0.31882961082115974
2014-05-26,0.8182007825470237
2014-05-27,0.5252884773275165
2014-05-28,0.3788701166071275
2014-05-29,0.6626690270340533
2014-05-30,0.06202327399819341
2014-05-31,-0.4473894907390154
2014-06-01,-0.21310401920632172
2014-06-02,-0.3745741587982394
2014-06-03,0.34534111019088704
2014-06-04,0.3681733154512244
2014-06-05,1.0428096454404632
2014-06-06,0.5403959360576845
2014-06-07,-0.18555022071861996
2014-06-08,0.5452352978729056
2014-06-09,0.9538126501063154
2014-06-10,0.8766073121064366
2014-06-11,0.7081099641353967
2014-06-12,0.7381654074263592
2014-06-13,0.0005292279074220452
2014-06-14,-0.22534186300477782
2014-06-15,-0.32434647907330866
2014-06-16,1.0892366860010947
2014-06-17,0.34191131652070206
2014-06-18,0.7566797207984227
2014-06-19,0.7780620772356356
2014-06-20,0.2219883577462564
2014-06-21,-0.24818724382955337
2014-06-22,-0.44510740885778427
2014-06-23,0.09831658028646091
2014-06-24,0.1828082162808061
2014-06-25,0.30556994050825004
2014-06-26,0.5162054144478295
2014-06-27,0.3031386718770175
2014-06-28,-0.40264565728901897
2014-06-29,-0.3708544707619069
2014-06-30,0.7489571467667543
2014-07-01,1.0708360645873476
2014-07-02,1.071647978394769
2014-07-03,0.5179089344194486
2014-07-04,-0.033169623163683305
2014-07-05,-0.30323701400662245
2014-07-06,-0.11036241178986837
2014-07-07,0.3536182336340304
2014-07-08,0.047278411657537406
2014-07-09,0.39082359952091206
2014-07-10,0.423349518651348
2014-07-11,-0.05220337453762533
2014-07-12,-0.25045458466948534
2014-07-13,-0.2369369028350081
2014-07-14,0.24253120964508582
2014-07-15,0.7537871221105108
2014-07-16,1.1376812045152416
2014-07-17,0.2311176437264021
2014-07-18,-0.05035947282463526
2014-07-19,-0.041679523431503246
2014-07-20,-0.2580905271285771
2014-07-21,1.0303243412833445
2014-07-22,0.16768613791366688
2014-07-23,0.31067335034715854
2014-07-24,0.38468261717734703
2014-07-25,-0.22491657725411007
2014-07-26,-0.5659543376343905
2014-07-27,-0.41810815978155746
2014-07-28,0.989904124894142
2014-07-29,0.07189756722163225
2014-07-30,-0.04424020268667691
2014-07-31,-0.1604583678189246
2014-08-01,1.0098526387104216
